x,y
3.2548737591168724,10.69589831652709
3.2548737591168724,10.687682998471562
3.2510065754500443,10.683575339443797
3.2471393917832163,10.679467680416032
3.2471393917832163,10.671252362360505
3.2432722081163883,10.66714470333274
3.2394050244495602,10.663037044304975
3.235537840782732,10.65892938527721
3.231670657115904,10.654821726249445
3.231670657115904,10.646606408193918
3.227803473449076,10.642498749166153
3.223936289782248,10.638391090138388
3.223936289782248,10.630175772082861
3.22006910611542,10.626068113055096
3.216201922448592,10.621960454027331
3.212334738781764,10.617852794999568
3.208467555114935,10.613745135971804
3.208467555114935,10.605529817916274
3.204600371448106,10.601422158888509
3.200733187781278,10.597314499860744
3.200733187781278,10.589099181805217
3.19686600411445,10.584991522777452
3.192998820447622,10.580883863749687
3.192998820447622,10.57266854569416
3.189131636780794,10.568560886666395
3.185264453113966,10.56445322763863
3.181397269447138,10.560345568610865
3.17753008578031,10.5562379095831
3.17753008578031,10.548022591527573
3.173662902113482,10.543914932499808
3.169795718446654,10.539807273472043
3.169795718446654,10.531591955416516
3.165928534779826,10.527484296388751
3.162061351112998,10.523376637360986
3.162061351112998,10.51516131930546
3.1581941674461698,10.511053660277694
3.154326983779341,10.50694600124993
3.150459800112512,10.502838342222164
3.146592616445684,10.498730683194399
3.146592616445684,10.490515365138872
3.142725432778856,10.486407706111107
3.138858249112028,10.482300047083342
3.138858249112028,10.474084729027815
3.1349910654452,10.46997707000005
3.1311238817783718,10.465869410972285
3.1272566981115437,10.46176175194452
3.1233895144447157,10.457654092916755
3.1233895144447157,10.449438774861228
3.1195223307778877,10.445331115833463
3.1156551471110596,10.441223456805698
3.1156551471110596,10.433008138750171
3.1117879634442316,10.428900479722406
3.1079207797774027,10.424792820694641
3.1079207797774027,10.416577502639115
3.1040535961105737,10.41246984361135
3.1001864124437457,10.408362184583584
3.0963192287769177,10.40425452555582
3.0924520451100896,10.400146866528054
3.0924520451100896,10.391931548472527
3.0885848614432616,10.387823889444762
3.0847176777764336,10.383716230416997
3.0847176777764336,10.37550091236147
3.0808504941096055,10.371393253333705
3.0769833104427775,10.36728559430594
3.0731161267759495,10.363177935278175
3.0692489431091214,10.35907027625041
3.0692489431091214,10.350854958194883
3.0653817594422934,10.346747299167118
3.0615145757754654,10.342639640139353
3.0615145757754654,10.334424322083827
3.0576473921086373,10.330316663056061
3.0537802084418084,10.326209004028296
3.0537802084418084,10.31799368597277
3.0499130247749795,10.313886026945005
3.0460458411081515,10.30977836791724
3.0421786574413234,10.305670708889474
3.0383114737744954,10.30156304986171
3.0383114737744954,10.293347731806183
3.0344442901076674,10.289240072778417
3.0305771064408393,10.285132413750652
3.0305771064408393,10.276917095695126
3.0267099227740113,10.27280943666736
3.0228427391071833,10.268701777639595
3.0228427391071833,10.260486459584069
3.0189755554403552,10.256378800556304
3.015108371773527,10.252271141528539
3.011241188106699,10.248163482500775
3.007374004439871,10.244055823473012
3.007374004439871,10.235840505417482
3.003506820773043,10.231732846389717
2.999639637106214,10.227625187361951
2.999639637106214,10.219409869306425
2.9957724534393853,10.21530221027866
2.991905269772557,10.211194551250895
2.988038086105729,10.207086892223131
2.984170902438901,10.202979233195368
2.984170902438901,10.194763915139838
2.980303718772073,10.190656256112073
2.976436535105245,10.186548597084307
2.976436535105245,10.17833327902878
2.972569351438417,10.174225620001016
2.968702167771589,10.17011796097325
2.968702167771589,10.161902642917724
2.964834984104761,10.157794983889959
2.960967800437933,10.153687324862194
2.957100616771105,10.14957966583443
2.953233433104277,10.145472006806667
2.953233433104277,10.137256688751137
2.949366249437449,10.133149029723372
2.94549906577062,10.129041370695607
2.94549906577062,10.12082605264008
2.941631882103791,10.116718393612315
2.937764698436963,10.11261073458455
2.933897514770135,10.108503075556786
2.930030331103307,10.104395416529023
2.930030331103307,10.096180098473493
2.926163147436479,10.092072439445728
2.922295963769651,10.087964780417963
2.922295963769651,10.079749462362436
2.918428780102823,10.07564180333467
2.9145615964359948,10.071534144306906
2.9145615964359948,10.063318826251379
2.9106944127691667,10.059211167223614
2.9068272291023387,10.055103508195849
2.9029600454355107,10.050995849168086
2.8990928617686826,10.046888190140322
2.8990928617686826,10.038672872084792
2.8952256781018546,10.034565213057027
2.8913584944350257,10.030457554029262
2.8913584944350257,10.022242235973735
2.8874913107681968,10.01813457694597
2.8836241271013687,10.014026917918205
2.8836241271013687,10.005811599862678
2.8797569434345407,10.001703940834913
2.8758897597677127,9.997596281807148
2.8720225761008846,9.993488622779383
2.8681553924340566,9.989380963751618
2.8681553924340566,9.981165645696091
2.8642882087672286,9.977057986668326
2.8604210251004005,9.97295032764056
2.8604210251004005,9.964735009585034
2.8565538414335725,9.960627350557269
2.8526866577667445,9.956519691529504
2.8488194740999164,9.95241203250174
2.8449522904330875,9.948304373473977
2.8449522904330875,9.940089055418447
2.8410851067662586,9.935981396390682
2.8372179230994305,9.931873737362917
2.8372179230994305,9.92365841930739
2.8333507394326025,9.919550760279625
2.8294835557657745,9.91544310125186
2.8294835557657745,9.907227783196333
2.8256163720989464,9.903120124168568
2.8217491884321184,9.899012465140803
2.8178820047652904,9.894904806113038
2.8140148210984623,9.890797147085273
2.8140148210984623,9.882581829029746
2.8101476374316343,9.878474170001981
2.8062804537648063,9.874366510974216
2.8062804537648063,9.86615119291869
2.8024132700979782,9.862043533890924
2.79854608643115,9.85793587486316
2.794678902764322,9.853828215835396
2.7908117190974933,9.849720556807632
2.7908117190974933,9.841505238752102
2.7869445354306643,9.837397579724337
2.7830773517638363,9.833289920696572
2.7830773517638363,9.825074602641045
2.7792101680970083,9.82096694361328
2.7753429844301802,9.816859284585515
2.7753429844301802,9.808643966529988
2.771475800763352,9.804536307502223
2.767608617096524,9.800428648474458
2.763741433429696,9.796320989446693
2.759874249762868,9.792213330418928
2.759874249762868,9.783998012363401
2.75600706609604,9.779890353335636
2.752139882429212,9.775782694307871
2.752139882429212,9.767567376252345
2.748272698762384,9.76345971722458
2.744405515095556,9.759352058196814
2.744405515095556,9.751136740141288
2.740538331428728,9.747029081113523
2.736671147761899,9.742921422085757
2.73280396409507,9.738813763057992
2.728936780428242,9.734706104030227
2.728936780428242,9.7264907859747
2.725069596761414,9.722383126946935
2.721202413094586,9.71827546791917
2.721202413094586,9.710060149863644
2.717335229427758,9.705952490835879
2.71346804576093,9.701844831808113
2.709600862094102,9.697737172780348
2.705733678427274,9.693629513752583
2.705733678427274,9.685414195697057
2.701866494760446,9.681306536669291
2.697999311093618,9.677198877641526
2.697999311093618,9.668983559586
2.6941321274267898,9.664875900558235
2.6902649437599617,9.66076824153047
2.6902649437599617,9.652552923474943
2.6863977600931337,9.648445264447178
2.6825305764263048,9.644337605419413
2.678663392759476,9.640229946391647
2.674796209092648,9.636122287363882
2.674796209092648,9.627906969308356
2.67092902542582,9.62379931028059
2.6670618417589917,9.619691651252825
2.6670618417589917,9.611476333197299
2.6631946580921637,9.607368674169534
2.6593274744253357,9.603261015141769
2.6593274744253357,9.595045697086238
2.6554602907585076,9.590938038058475
2.6515931070916796,9.586830379030712
2.6477259234248516,9.582722720002947
2.6438587397580235,9.578615060975181
2.6438587397580235,9.570399742919655
2.6399915560911955,9.56629208389189
2.6361243724243666,9.562184424864125
2.6361243724243666,9.553969106808598
2.6322571887575377,9.549861447780833
2.6283900050907096,9.545753788753068
2.6245228214238816,9.541646129725303
2.6206556377570536,9.537538470697537
2.6206556377570536,9.52932315264201
2.6167884540902255,9.525215493614246
2.6129212704233975,9.52110783458648
2.6129212704233975,9.512892516530954
2.6090540867565695,9.508784857503189
2.6051869030897414,9.504677198475424
2.6051869030897414,9.496461880419893
2.6013197194229134,9.49235422139213
2.5974525357560854,9.488246562364367
2.5935853520892573,9.484138903336602
2.5897181684224293,9.480031244308837
2.5897181684224293,9.47181592625331
